,created_at,favorite_count,full_text,id_str,lang,location,quote_count,reply_count,retweet_count,username,keyword
194,Sun Aug 13 10:11:46 +0000 2023,0.0,hai rute brt stasiun poncol undip naiknya brt sebrang stasiun makasii,1.6906674536538767e+18,in,she/her,0.0,2.0,0.0,17CHIILL,Transsemarang
195,Sun Aug 13 06:17:04 +0000 2023,0.0,stop brt halte tanah putih jam rute halte tanah putih gedung vokasi undip tembalang pp,1.69060838824439e+18,in,𓍼𝓐𝓈𝓎𝒶𓂅,0.0,1.0,0.0,filmorette,Transsemarang
196,Sat Aug 12 14:44:51 +0000 2023,0.0,etmin nanyaa dungs undip java mall pake rutenyaa pake manaa yaa,1.6903737871944786e+18,in,,0.0,2.0,0.0,oshsthetic,Transsemarang
197,Sat Aug 12 04:38:45 +0000 2023,0.0,halte kesatrian halte sd pedalangan gimana,1.6902212602766623e+18,in,"Jawa Tengah, Indonesia",0.0,1.0,0.0,yourfavshawl,Transsemarang
198,Sat Aug 12 03:44:17 +0000 2023,0.0,halo info brt poncol akpol makasih,1.690207553433768e+18,in,,0.0,1.0,0.0,lavernaaaaa,Transsemarang
199,Tue Jul 18 12:40:22 +0000 2023,0.0,hai upgris gajah bringin feeder trs pindah brt nnti transit turun dmn yah,1.681282765118128e+18,in,Republic of Korea,0.0,1.0,0.0,Racunhunter,Transsemarang
200,Tue Jul 18 01:43:14 +0000 2023,0.0,hi brt arah cangkiran superindo ngaliyan halte terdekatnya dimana tia,1.6811173923978035e+18,in,she/her 24y.o,0.0,1.0,0.0,etherealxblue,Transsemarang
201,Sun Jul 16 06:40:13 +0000 2023,0.0,lokasi jalan ki mangunsarkoro trs brt halte ahmad yani tujuannya turun brt damri mpu tantular gimana rute naiknyaaa thank youu,1.6804673557203804e+18,in,she/her,0.0,1.0,0.0,dsyrouges,Transsemarang
202,Sat Jul 15 23:15:18 +0000 2023,0.0,kedungmundu cfd turunnya dimana,1.6803553893371412e+18,in,,0.0,1.0,0.0,onejseoul,Transsemarang
203,Sat Jul 15 12:16:54 +0000 2023,0.0,minggu koridor ngelewatin sma,1.6801896953624945e+18,in,kwangya,0.0,1.0,0.0,echanitsme,Transsemarang
