,created_at,favorite_count,full_text,id_str,lang,location,quote_count,reply_count,retweet_count,username,keyword
51,Fri Jun 21 01:17:38 +0000 2024,0,stasiun klender csw tj gimana yaa,1803960434720162268,in,,0,2,0,babyjayeon,Transjakarta
52,Fri Jun 21 00:59:04 +0000 2024,8,gua liat fitur live tracking nya google maps dah mati,1803955762752049509,in,hypothetical studio,0,1,1,dafbur,Transjakarta
53,Fri Jun 21 00:53:54 +0000 2024,0,h daerah sr sawah pagi jam bermanfaat berangkat kerja sekolah ngetem univ pancasila situ kendaraan ps minggu ngetem kaya kir cipedak,1803954461016232239,in,JAKARTA,0,0,0,EDYSPMA,Transjakarta
54,Fri Jun 21 00:52:25 +0000 2024,0,bang rute pasar rebo slipi petamburan nomor bang,1803954088612438023,in,,0,2,0,raftheairbender,Transjakarta
55,Fri Jun 21 00:42:16 +0000 2024,0,halo bus dmr jur tj priok mengalami kerusakan sistem pendingin mohon cek kak,1803951536818786771,in,,0,2,0,rizkiMus,Transjakarta
56,Fri Jun 21 00:17:21 +0000 2024,0,hallo selamat malam admin stasiun kebayoran jln h abdul rahman cibubur rptra cibubur berseri rutenya gimana terimakasih admin,1803945264513978882,in,,0,2,0,cwazero,Transjakarta
57,Thu Jun 20 23:57:11 +0000 2024,0,telat ngantor bis gara antrian tj pagi disatuin bareng truk antri solar rest area karang km jam stuck please be aware of this knp angkutan memuat byk orang diprioritaskan cc,1803940190953832696,in,,0,1,0,BaekhyunNim17,Transjakarta
58,Thu Jun 20 23:52:27 +0000 2024,207,hadiah menyambut hut realtime tracking google maps hilang kemaren malem lho gimana mundur kiri screenshot pagi kanan screenshot malem,1803938998907474414,in,"Jakarta, Indonesia",59,9,120,qronoz,Transjakarta
59,Thu Jun 20 23:46:31 +0000 2024,0,halte pinang ranti halte indosiar rutenya gimana,1803937504686723239,in,,0,2,0,mayahihuheho,Transjakarta
60,Thu Jun 20 23:04:51 +0000 2024,0,pagi sctv tower halte pgc,1803927020273045572,in,,0,2,0,jihansuweleh,Transjakarta
61,Thu Jun 20 22:47:56 +0000 2024,0,met pagi terminal pulo gadung masuk bangunan haltenya maksudnya nggak ngetap area non halte,1803922762177876136,in,,0,1,0,Sesihel,Transjakarta
62,Thu Jun 20 22:45:01 +0000 2024,0,pagi kesel transit cawang sentral informasi sekalii minim petugas jaga,1803922029852397774,in,"Jakarta Capital Region, Indone",0,1,0,novalinafrans23,Transjakarta
63,Thu Jun 20 22:42:07 +0000 2024,0,halo saldo kepotong kali yaa tap halte pancoran transaksi kemarin pagi tap gate halte brt bus,1803921299078889573,in,,0,3,0,byuunbaekhyuun,Transjakarta
64,Thu Jun 20 21:06:56 +0000 2024,0,halte pulogadung mall gancit rutenya gimana,1803897343856824478,in,多啦A梦的口袋,0,4,0,chubspandaa,Transjakarta
65,Thu Jun 20 19:53:26 +0000 2024,0,info rute transjakarta halte pal putih mall taman anggrek,1803878849522078069,in,,0,2,0,uriminhyunie,Transjakarta
66,Thu Jun 20 16:40:52 +0000 2024,0,haloo tanyaa rute berhenti bus stop rawa barat,1803830387350667273,in,,0,1,0,onenonlyjenolee,Transjakarta
67,Thu Jun 20 16:37:23 +0000 2024,0,mrt bundaran hi perpusnas tj nya gimana turun dimana,1803829511911575648,in,DNF.,0,3,0,ventilentine,Transjakarta
68,Thu Jun 20 16:04:45 +0000 2024,0,jaklingko stasiun duren kalibata pgc sampe jam,1803821298037977180,in,,0,1,0,txtdarinczten,Transjakarta
69,Thu Jun 20 15:44:36 +0000 2024,0,jl tulodong selong halte kemanggisan rutenya yaa,1803816226075881816,in,,0,3,0,pearrrlll_,Transjakarta
70,Thu Jun 20 15:15:41 +0000 2024,0,ta lo ngent t supir sungguh negeri jaklingko supir preman ugalugalan lalin angkutanumum jalan,1803808951093596386,in,,0,2,0,M0nasUniversity,Transjakarta
71,Thu Jun 20 15:01:59 +0000 2024,0,kembalikan c kembalikan c kembalikan c kembalikan c kembalikan c kembalikan c kembalikan c kembalikan c kembalikan c kembalikan c kembalikan c kembalikan c kembalikan c kembalikan c kembalikan c kembalikan c kembalikan c,1803805502029307921,in,,0,2,0,glaadlys,Transjakarta
72,Thu Jun 20 14:48:53 +0000 2024,0,halte busway palmerah parah dipake dagang kaki jorok kumuh habis turun tangga krl isinya udh pedagang pegawai halte buswaynya suka ngerokok tulisan dilarang merokok,1803802205386109210,in,,0,1,0,cartwhell_,Transjakarta
73,Thu Jun 20 14:39:23 +0000 2024,0,ngga salah buka booth bikin area penumpang bergerak menyempit halte csw buru kesenggol panci amp kompor situ jaraknya jalan orang padat bikin antrian tersendat digeser,1803799816146964987,in,"Jakarta, Indonesia",0,1,0,edwina_wyn,Transjakarta
74,Thu Jun 20 10:32:43 +0000 2024,0,koridor cawang sentral skarang kek barang langka museum nunggu ehh sampe sunter doang,1803737740808499214,in,,0,1,0,rianinay,Transjakarta
75,Thu Jun 20 10:15:20 +0000 2024,0,insiden tj pagi halte gbk diannounce sih sosmednya rada bingung f gaberhenti halte gbk eh taunya,1803733365281128830,in,Indonesia,0,0,0,_eccedentes,Transjakarta
76,Thu Jun 20 10:10:38 +0000 2024,0,ngeh udah x tap transjakarta terpotong gitu solusinya biar ngga terulang,1803732180373499979,in,,0,1,0,__chococrayon,Transjakarta
77,Thu Jun 20 09:45:51 +0000 2024,0,hallo tolong jam pulang kerja koridor rute pasar lebak bulus dorong armada nya mengurangi kepadatan halte,1803725945444122801,in,,0,2,0,Romi02933533,Transjakarta
78,Thu Jun 20 09:13:44 +0000 2024,0,seandainya jalur sterilkan bus tj first responder jalur tj pemadam kebakaran terhambat gara gara orang orang egois,1803717864324837887,in,There,0,2,1,JustRandomly13,Transjakarta
79,Thu Jun 20 08:54:17 +0000 2024,0,sarana multi infrastruktur transportasi jakarta sepakat hadirkan bus listrik ramah lingkungan,1803712969425236401,in,Jakarta,0,0,0,Sakawarta,Transjakarta
80,Thu Jun 20 08:10:38 +0000 2024,0,siang mohon arahan rute ciputat jcc senayan jalan kaki halte jccnya thanks,1803701981640593803,in,,0,3,0,sosisselonjoran,Transjakarta
81,Thu Jun 20 07:53:08 +0000 2024,0,halo rute smk jakarta kalideres,1803697577692643824,in,disini,0,2,0,k3syau,Transjakarta
82,Thu Jun 20 06:50:25 +0000 2024,3,mohon bantuan rt nya halo kehilangan samsung eaebuds gambar bus h gunung sahari turun kemanggisan,1803681794694537432,in,ketek jaehyun,0,2,13,pensnotwise,Transjakarta
83,Thu Jun 20 05:42:49 +0000 2024,0,halo tap in halte pancoran jam udah langsung potong tap out non brt kepotong udah berulang kali double kepotong saldo nya case kemaren kelar potong x saldo nya,1803664784983756876,in,"Jakarta Selatan, DKI Jakarta",0,2,0,ikeauliyaaa,Transjakarta
84,Thu Jun 20 04:40:33 +0000 2024,0,koridor jam pagi beroperasi,1803649113331999180,in,"Jakarta Barat, DKI Jakarta",0,2,0,melamondri,Transjakarta
85,Thu Jun 20 04:31:30 +0000 2024,0,halo ka selamat siang serpong cawang uki rutenya gmn thxxx,1803646837943161225,in,"Depok, Jawa Barat",0,3,0,cynkletikhascl_,Transjakarta
86,Thu Jun 20 03:59:33 +0000 2024,0,halo halte kampung melayu tpu pondok rangon turun halte terdekat,1803638796505981214,in,twitter,0,2,0,poenyaghiffa,Transjakarta
87,Thu Jun 20 03:44:53 +0000 2024,1,siang turun tj p tap kaya bunyi kepotong turun pas cek saldonya potong gimana kartu blokir terima kasih,1803635103077376247,in,,0,2,0,dailytys13,Transjakarta
88,Thu Jun 20 03:32:17 +0000 2024,0,halo maaf nih nanya nanya mulu tutorial kokas menghemat arah pinang ranfi kak,1803631933026607176,in,,0,3,0,dnshaqu,Transjakarta
89,Thu Jun 20 03:14:14 +0000 2024,0,rute senayan park spark depkes rasuna said tije nomor,1803627392134693135,in,"Kota Bandung, Jawa Barat",0,3,1,krispati_ID,Transjakarta
